student_id,subject,topic,previous_score,study_hours,attempts,difficulty,confidence_level,days_since_revision,attendance,quiz_score,target_score
STU01381,DBMS,ER-Model,57.87,0.22,2,Medium,High,7,43.27,40.16,39.24
STU01281,Python,Loops,48.84,6.92,14,Medium,Medium,43,82.49,45.51,39.38
STU01248,Python,Decorators,35.5,5.36,6,Hard,High,12,68.43,36.91,40.07
STU01112,Python,Functions,28.11,8.58,14,Easy,Low,60,72.84,32.92,32.59
STU01296,ML,NeuralNets,97.67,2.38,12,Medium,Medium,54,100.0,84.22,60.02
STU01420,CN,Bandwidth,52.17,1.43,20,Medium,Low,50,73.72,64.69,35.64
STU01429,DBMS,Indexing,56.08,2.3,20,Easy,Medium,14,75.25,68.84,75.1
STU01257,DSA,Sorting,91.15,0.13,18,Medium,Low,53,73.43,100.0,49.68
STU01485,Python,OOP,49.72,0.66,20,Easy,Low,0,90.63,50.39,39.86
STU01009,CN,DNS,55.39,0.85,12,Easy,Medium,26,91.81,69.58,61.71
STU01010,DSA,Queue,38.92,1.39,3,Easy,High,3,60.43,46.69,57.08
STU01068,CN,DNS,44.74,0.26,9,Hard,Medium,16,83.12,74.47,38.43
STU01461,DBMS,SQL,55.18,2.55,7,Easy,Low,55,74.29,69.91,25.18
STU01320,DSA,LinkedList,78.69,1.58,1,Medium,Medium,7,93.21,84.45,66.99
STU01308,DSA,Arrays,47.27,0.76,11,Medium,High,17,70.6,56.83,36.99
STU01298,Aptitude,Geometry,83.05,0.31,5,Easy,High,5,70.42,93.79,85.19
STU01096,CN,Routing,67.25,0.4,11,Medium,Low,38,100.0,78.71,31.14
STU01338,CN,Security,55.59,0.9,4,Hard,Medium,54,73.98,62.75,25.0
STU01226,DSA,LinkedList,45.07,1.51,10,Hard,Low,16,53.16,47.52,5.19
STU01276,CN,TCP-IP,62.51,11.05,12,Hard,High,43,61.35,56.0,52.87
STU01232,ML,DecisionTrees,66.41,3.49,4,Easy,Low,50,67.44,62.06,37.02
STU01362,Aptitude,Percentage,33.29,13.05,19,Hard,High,27,63.63,26.1,52.43
STU01073,CN,TCP-IP,81.21,0.84,8,Medium,High,21,95.78,74.13,54.85
STU01163,Aptitude,Permutation,45.37,0.21,11,Medium,Medium,17,74.29,48.61,40.93
STU01077,OS,FileSystem,97.55,0.11,14,Easy,High,58,57.77,100.0,66.96
STU01184,Aptitude,Algebra,67.93,0.12,2,Medium,High,12,92.91,81.23,58.81
STU01289,Python,Exceptions,48.44,1.12,20,Easy,Low,13,100.0,62.52,39.15
STU01103,CN,TCP-IP,92.74,5.58,19,Hard,High,55,79.37,93.94,52.13
STU01287,Aptitude,Geometry,73.48,2.97,14,Medium,Low,21,90.9,73.45,64.76
STU01427,Python,Loops,60.32,0.34,9,Hard,Medium,24,33.56,73.12,21.23
STU01027,OS,Scheduling,95.75,1.04,10,Hard,High,11,65.57,99.83,59.04
STU01482,ML,DecisionTrees,82.29,1.18,7,Medium,Medium,41,87.16,100.0,57.61
STU01049,DSA,Queue,74.36,0.4,19,Hard,Medium,60,95.25,80.01,37.19
STU01477,DSA,Tree,44.84,3.58,20,Medium,Medium,28,49.17,70.85,49.11
STU01302,CN,Security,50.8,1.76,12,Easy,Medium,20,67.33,50.29,38.47
STU01285,Python,Generators,100.0,5.85,6,Easy,Medium,47,51.31,94.98,70.13
STU01069,DSA,Queue,52.67,4.0,19,Hard,High,16,94.0,74.17,50.79
STU01054,Python,Generators,46.49,1.65,9,Medium,Medium,52,81.14,50.98,38.89
STU01220,DSA,Graph,75.03,4.96,15,Medium,Medium,7,100.0,80.68,80.8
STU01404,Aptitude,Geometry,70.77,0.17,9,Medium,Medium,48,84.77,90.91,43.01
STU01224,DBMS,Normalization,49.54,1.82,4,Hard,Medium,26,58.12,45.82,26.48
STU01273,Python,Exceptions,20.8,4.21,2,Easy,Low,17,69.16,23.04,21.99
STU01058,ML,Classification,92.95,1.61,19,Hard,Low,34,92.63,99.85,44.66
STU01229,ML,Classification,76.08,0.18,12,Easy,High,58,53.1,73.17,38.7
STU01393,DSA,Sorting,52.95,0.49,2,Easy,Medium,44,69.25,41.67,24.62
STU01316,ML,Regression,60.76,0.01,1,Medium,Medium,47,57.78,56.4,36.23
STU01278,ML,Clustering,69.56,10.21,2,Medium,High,36,60.59,61.29,64.85
STU01093,Aptitude,Probability,81.11,1.97,11,Easy,Medium,4,91.96,76.6,72.04
STU01065,Aptitude,Percentage,49.62,3.22,11,Easy,High,30,80.85,54.09,58.93
STU01109,OS,Deadlock,67.61,0.64,15,Medium,Medium,25,95.38,70.52,54.72
STU01260,OS,Deadlock,48.19,3.84,17,Medium,High,22,66.51,70.19,60.9
STU01496,CN,Bandwidth,37.55,13.41,17,Easy,Medium,1,77.3,37.96,65.75
STU01156,DBMS,Normalization,71.99,1.96,4,Medium,High,59,82.89,60.27,51.89
STU01031,ML,NeuralNets,44.32,4.8,4,Hard,High,29,86.27,46.12,37.08
STU01367,Aptitude,Algebra,61.65,0.95,18,Medium,Medium,40,69.74,61.58,33.47
STU01032,DSA,Queue,100.0,0.14,7,Hard,Low,5,61.48,100.0,42.3
STU01470,ML,Classification,85.92,0.91,19,Easy,Low,34,100.0,82.22,48.66
STU01254,DBMS,Queries,84.19,0.29,15,Hard,Medium,28,82.05,90.57,47.22
STU01289,OS,Deadlock,74.55,0.51,18,Easy,Low,40,87.36,94.15,58.33
STU01327,ML,Classification,100.0,2.76,2,Hard,Low,53,72.05,100.0,29.22
STU01096,CN,Protocols,84.53,9.37,1,Medium,Medium,10,44.45,99.81,67.2
STU01459,DBMS,SQL,37.34,3.6,11,Hard,Low,41,75.32,37.6,13.58
STU01042,Python,Exceptions,79.91,0.27,12,Medium,High,60,64.95,98.59,46.41
STU01195,OS,Threads,100.0,0.33,14,Medium,Low,15,99.94,100.0,72.41
STU01036,DSA,Sorting,56.5,3.93,17,Hard,Medium,60,45.94,60.36,21.02
STU01172,Aptitude,Percentage,59.47,1.09,14,Easy,Medium,23,76.73,86.68,54.29
STU01178,Aptitude,Permutation,48.95,3.83,17,Hard,Low,21,83.42,55.24,32.49
STU01489,Aptitude,Percentage,73.31,5.05,14,Easy,Medium,46,75.87,79.44,66.59
STU01378,Aptitude,Algebra,90.13,2.46,7,Easy,Medium,2,87.04,100.0,60.45
STU01242,CN,Security,90.82,0.0,9,Easy,Medium,2,63.02,94.65,62.07
STU01327,CN,TCP-IP,78.17,0.29,12,Medium,Low,40,85.04,89.98,51.07
STU01032,DBMS,Transactions,78.81,0.2,7,Hard,High,34,67.54,74.25,45.78
STU01268,DBMS,Transactions,79.5,0.95,7,Medium,High,22,81.25,90.88,58.91
STU01212,Aptitude,Algebra,82.11,3.12,9,Hard,High,14,100.0,89.62,62.54
STU01202,DSA,Graph,62.7,0.58,1,Easy,High,47,71.45,80.11,39.45
STU01013,DBMS,Normalization,54.87,2.25,6,Easy,Low,15,94.17,56.2,39.54
STU01391,OS,Scheduling,79.71,2.83,19,Hard,High,50,94.3,95.47,60.02
STU01496,Python,Loops,81.07,4.22,6,Hard,Medium,35,54.6,100.0,59.23
STU01381,CN,Protocols,72.78,0.09,18,Medium,Medium,31,63.85,87.6,55.65
STU01285,ML,Regression,100.0,3.25,10,Easy,Low,38,70.37,99.58,63.67
STU01496,ML,Clustering,23.46,4.8,8,Easy,High,46,76.17,16.54,19.62
STU01051,DSA,Stack,84.48,2.08,11,Medium,Low,7,100.0,91.06,49.96
STU01177,ML,DecisionTrees,83.54,11.83,12,Hard,Medium,16,80.4,83.0,57.19
STU01330,CN,DNS,65.54,2.44,8,Easy,Medium,56,59.57,80.07,46.7
STU01153,OS,Processes,65.92,8.87,8,Medium,Medium,59,94.73,75.21,50.68
STU01309,DSA,Arrays,83.61,0.41,14,Medium,Low,42,88.54,86.85,43.15
STU01342,DBMS,Queries,56.37,2.03,14,Medium,High,31,52.32,48.95,48.31
STU01005,Aptitude,Algebra,68.61,4.33,11,Easy,Low,55,77.41,81.31,46.86
STU01136,Aptitude,Probability,80.6,0.64,6,Hard,High,58,73.58,81.07,41.84
STU01342,ML,Clustering,54.41,0.2,7,Easy,Low,6,83.33,57.76,35.52
STU01437,DSA,Sorting,71.86,0.72,19,Medium,Medium,56,37.04,78.26,30.68
STU01338,OS,Threads,85.01,3.1,9,Hard,Medium,6,81.67,100.0,68.76
STU01196,ML,Regression,24.3,1.81,8,Hard,Low,0,68.85,25.21,0.0
STU01186,Python,Generators,44.32,0.25,18,Medium,High,60,77.07,38.98,38.64
STU01296,DSA,Queue,60.96,3.95,10,Hard,Medium,45,61.53,63.54,27.8
STU01331,DBMS,Indexing,39.75,2.07,13,Hard,Medium,30,63.78,49.88,17.77
STU01298,Python,Generators,47.83,1.83,3,Medium,Low,54,55.73,59.65,17.67
STU01219,ML,Regression,70.46,1.35,1,Medium,Low,52,81.98,72.56,30.12
STU01414,DBMS,Queries,13.34,0.35,6,Hard,High,19,92.01,11.31,7.61
STU01463,DBMS,Indexing,79.1,7.03,19,Hard,Medium,28,78.06,69.01,52.43
STU01168,OS,Deadlock,35.71,4.09,5,Easy,Low,6,91.6,38.87,42.84
STU01035,CN,Bandwidth,66.63,0.12,11,Hard,Medium,14,97.14,72.61,43.61
STU01321,DSA,LinkedList,50.79,0.05,17,Hard,Medium,57,82.91,57.44,29.78
STU01196,ML,DecisionTrees,63.87,2.35,11,Medium,Medium,54,81.32,78.83,43.11
STU01187,DBMS,Normalization,84.64,0.68,10,Hard,Medium,36,61.57,90.6,49.51
STU01282,Aptitude,Permutation,50.66,0.6,20,Hard,High,59,81.54,47.0,32.63
STU01474,OS,Threads,71.41,1.59,4,Medium,Medium,2,67.05,71.79,66.18
STU01201,DBMS,SQL,91.56,1.72,11,Easy,Medium,41,61.69,86.57,57.64
STU01339,ML,Classification,97.23,1.57,20,Hard,Medium,41,71.46,100.0,47.2
STU01246,DSA,Tree,52.5,4.0,17,Hard,High,4,49.01,64.95,48.28
STU01004,Aptitude,Percentage,71.67,0.46,1,Medium,Medium,52,84.12,85.43,56.36
STU01147,ML,Classification,55.57,2.31,5,Hard,Low,26,45.17,51.36,16.24
STU01320,CN,Bandwidth,45.47,3.16,16,Medium,Medium,35,90.35,49.02,41.4
STU01225,DSA,Sorting,81.85,0.07,17,Medium,Medium,51,80.13,68.25,57.95
STU01477,ML,DecisionTrees,100.0,0.35,6,Hard,High,26,76.37,100.0,65.74
STU01178,DSA,Graph,70.34,0.85,5,Medium,High,35,67.22,78.58,47.55
STU01389,OS,FileSystem,72.86,0.03,20,Medium,Medium,9,85.78,76.53,51.58
STU01132,DSA,Tree,71.98,2.82,8,Hard,Low,27,98.38,85.22,37.45
STU01067,DBMS,Queries,61.36,1.81,12,Easy,High,17,58.62,63.8,69.7
STU01230,Python,Exceptions,49.27,2.98,20,Medium,Low,51,75.63,74.79,25.75
STU01160,Aptitude,Percentage,61.58,1.53,3,Medium,Low,22,78.39,71.65,31.05
STU01236,CN,DNS,93.06,2.25,10,Hard,Low,19,80.35,86.52,44.92
STU01201,ML,Clustering,78.0,3.37,5,Easy,High,25,78.8,100.0,76.36
STU01119,ML,DecisionTrees,61.91,1.42,14,Easy,Low,54,79.67,81.46,38.8
STU01148,Python,Loops,53.41,4.04,15,Easy,High,60,80.28,41.83,39.6
STU01229,ML,DecisionTrees,64.8,7.06,6,Easy,Low,38,60.14,82.53,55.93
STU01497,DBMS,Normalization,80.14,0.26,15,Hard,Low,18,80.72,87.86,44.06
STU01369,CN,TCP-IP,47.68,1.71,19,Easy,Medium,32,94.05,71.0,46.53
STU01124,Aptitude,Permutation,74.68,3.48,11,Easy,Low,1,77.67,84.96,68.11
STU01207,ML,Classification,51.28,0.43,13,Easy,Medium,55,67.38,57.58,30.37
STU01498,CN,Protocols,59.23,4.3,17,Easy,High,60,94.24,69.92,52.18
STU01293,OS,Processes,65.94,0.8,1,Hard,Medium,21,77.28,60.9,30.8
STU01362,Aptitude,Geometry,70.14,1.72,16,Hard,Low,9,57.2,68.31,29.24
STU01499,ML,NeuralNets,36.75,0.0,1,Easy,Medium,47,55.89,48.29,12.97
STU01264,Python,OOP,69.0,3.34,19,Hard,Low,22,47.9,56.89,28.51
STU01029,Aptitude,Geometry,42.67,7.82,20,Medium,Medium,22,87.35,45.14,55.82
STU01127,DSA,LinkedList,43.98,3.72,12,Hard,Medium,57,53.27,56.48,17.09
STU01324,DBMS,SQL,87.76,10.72,18,Medium,Medium,41,57.43,100.0,82.34
STU01488,Python,Exceptions,79.88,0.87,14,Medium,Low,31,85.62,88.56,57.31
STU01302,Python,Functions,65.12,1.53,7,Hard,Low,5,43.4,67.85,30.52
STU01445,Python,OOP,27.68,2.36,4,Medium,High,44,86.22,34.06,21.91
STU01133,OS,Deadlock,74.95,11.32,4,Hard,Low,19,90.94,86.96,53.89
STU01326,Python,OOP,18.59,0.85,14,Medium,High,57,51.44,15.04,24.15
STU01001,Python,Decorators,64.24,4.23,17,Medium,Medium,26,59.6,74.75,53.44
STU01065,Aptitude,Geometry,91.74,1.33,1,Hard,High,41,76.88,100.0,62.75
STU01341,Aptitude,Probability,78.46,1.63,20,Easy,High,32,83.56,77.77,81.02
STU01263,Aptitude,Percentage,73.04,0.1,17,Easy,Low,60,81.95,67.07,26.66
STU01429,ML,Classification,0.0,1.04,5,Easy,Medium,36,66.81,0.0,5.68
STU01268,Aptitude,Geometry,73.06,3.9,16,Medium,Medium,5,86.21,71.21,68.05
STU01430,CN,DNS,55.48,4.31,12,Hard,High,59,72.84,54.02,42.67
STU01060,OS,Deadlock,52.99,5.71,7,Medium,Low,10,92.51,50.29,33.93
STU01403,Aptitude,Percentage,100.0,4.73,4,Hard,High,4,86.09,88.1,71.66
STU01247,CN,Routing,60.94,5.67,20,Easy,Medium,26,100.0,64.66,53.62
STU01143,Python,Exceptions,79.22,2.14,9,Hard,Medium,16,78.43,88.07,51.88
STU01195,ML,DecisionTrees,72.66,2.16,10,Easy,Low,26,46.93,81.7,38.34
STU01409,Python,Functions,82.65,9.53,8,Hard,High,43,83.68,88.99,60.31
STU01405,DSA,Tree,60.11,2.42,6,Medium,Low,27,75.46,65.14,27.74
STU01117,Python,Decorators,69.76,3.19,17,Medium,High,17,65.86,77.2,72.56
STU01439,OS,Memory,66.08,0.76,16,Medium,High,39,67.79,73.05,55.89
STU01459,CN,TCP-IP,52.77,1.48,18,Easy,Low,54,97.91,65.54,46.07
STU01395,ML,NeuralNets,41.76,2.45,16,Hard,Low,19,62.83,49.96,6.2
STU01191,Aptitude,Percentage,31.98,1.45,18,Medium,High,45,52.74,43.61,30.04
STU01091,OS,Memory,13.71,0.2,3,Hard,Medium,14,76.62,6.07,0.0
STU01340,CN,TCP-IP,37.24,1.02,11,Medium,Low,59,81.73,31.43,19.94
STU01079,Aptitude,Geometry,78.69,5.89,15,Medium,Low,39,70.6,74.53,48.87
STU01413,CN,DNS,68.85,0.27,17,Easy,High,39,85.45,66.58,65.3
STU01372,DBMS,SQL,68.27,5.78,20,Easy,High,17,61.54,84.0,87.41
STU01203,Python,Exceptions,67.77,0.69,16,Hard,Low,54,78.14,81.93,16.59
STU01435,Python,Generators,64.18,2.41,13,Medium,Medium,25,75.37,61.19,62.02
STU01476,Python,Exceptions,50.15,1.09,14,Medium,High,11,82.2,50.24,45.11
STU01033,DBMS,Transactions,65.85,0.22,15,Hard,Low,60,62.14,66.41,15.0
STU01001,DBMS,Transactions,66.68,1.16,20,Hard,High,13,100.0,66.54,60.96
STU01252,Aptitude,Geometry,66.57,4.5,17,Hard,High,58,63.13,79.54,42.15
STU01132,CN,TCP-IP,83.09,0.03,11,Medium,Low,22,100.0,89.86,48.91
STU01256,DSA,Sorting,20.2,6.32,16,Easy,Medium,60,79.57,9.49,12.64
STU01150,OS,Threads,35.73,0.1,14,Easy,High,28,92.58,13.22,43.44
STU01305,DSA,LinkedList,72.09,2.53,6,Medium,Low,51,67.31,79.03,34.93
STU01249,OS,Threads,55.69,0.37,2,Easy,Medium,46,64.16,65.69,43.44
STU01332,DSA,Searching,42.78,3.92,7,Easy,Low,15,73.28,46.08,38.41
STU01016,DSA,Stack,62.81,9.65,4,Medium,Medium,29,47.53,92.61,79.1
STU01193,DSA,LinkedList,53.34,0.24,3,Hard,High,35,65.78,52.69,32.81
STU01245,Python,Generators,62.2,0.33,15,Medium,Low,11,65.44,74.14,31.07
STU01283,ML,Regression,54.22,0.14,5,Easy,High,53,58.45,63.98,27.3
STU01136,ML,Clustering,100.0,0.15,5,Hard,High,40,82.58,100.0,76.88
STU01025,DSA,Sorting,67.34,1.99,8,Medium,Low,26,72.57,77.22,39.36
STU01227,OS,Scheduling,94.03,0.38,16,Hard,High,54,80.87,100.0,58.38
STU01093,Python,Decorators,40.5,4.35,8,Easy,Low,7,49.91,53.7,49.81
STU01293,DSA,Sorting,84.78,1.57,6,Easy,High,19,85.75,91.92,77.84
STU01348,Python,Functions,100.0,1.85,18,Hard,High,13,74.71,100.0,68.5
STU01148,CN,Protocols,39.06,8.59,20,Medium,Medium,40,81.12,41.07,34.17
STU01353,Python,Exceptions,66.09,0.13,9,Medium,Medium,21,67.63,63.51,35.1
STU01178,CN,DNS,55.0,3.25,13,Hard,Low,56,70.68,62.45,6.04
STU01090,CN,Bandwidth,49.23,4.3,10,Medium,High,22,68.89,66.54,57.57
STU01288,DSA,Searching,72.09,0.33,18,Hard,High,45,70.28,68.25,38.48
STU01393,DBMS,Transactions,55.57,0.65,5,Hard,Medium,36,69.99,65.33,14.88
STU01404,CN,Bandwidth,57.7,1.8,11,Hard,Low,2,87.51,69.18,33.66
STU01146,CN,DNS,100.0,2.19,20,Easy,Low,27,85.62,100.0,66.38
STU01338,Aptitude,Geometry,64.63,9.92,7,Medium,Medium,30,55.75,88.11,60.4
STU01348,ML,Clustering,68.73,1.58,4,Medium,Medium,36,93.2,70.02,33.76
STU01167,Aptitude,Permutation,52.13,2.44,1,Medium,Low,24,48.72,56.79,22.52
STU01348,DSA,Searching,34.24,0.61,2,Hard,Low,18,80.14,41.21,2.96
STU01399,DBMS,Queries,73.99,1.52,15,Easy,Low,45,91.93,57.23,44.81
STU01380,Python,Exceptions,19.5,4.01,1,Easy,High,22,52.69,6.68,31.64
STU01397,ML,DecisionTrees,81.86,3.92,1,Hard,Low,28,86.03,72.12,30.45
STU01017,Aptitude,Algebra,68.43,4.04,18,Hard,Medium,19,97.6,75.73,53.66
STU01365,DBMS,Transactions,76.79,1.75,9,Easy,Medium,20,88.53,84.48,63.77
STU01208,OS,Scheduling,37.04,0.32,1,Medium,Low,45,80.34,55.67,9.6
STU01182,DBMS,Queries,53.43,5.73,16,Medium,Low,25,78.77,48.93,45.93
STU01297,CN,Protocols,90.51,3.85,11,Medium,Medium,25,76.85,90.31,60.88
STU01250,DSA,Queue,45.64,1.14,4,Hard,Medium,16,73.39,50.04,6.83
STU01465,DBMS,Queries,79.26,1.52,11,Medium,High,23,79.85,83.58,83.54
STU01033,DBMS,Indexing,81.35,2.67,20,Medium,Low,40,66.65,84.44,55.76
STU01228,CN,TCP-IP,79.2,0.19,10,Hard,Low,55,62.54,72.61,25.76
STU01180,ML,Clustering,48.65,3.32,4,Hard,Medium,30,59.85,62.33,37.53
STU01125,CN,DNS,78.32,0.56,11,Easy,High,17,54.22,100.0,79.37
STU01194,ML,DecisionTrees,30.8,1.73,20,Hard,Medium,14,74.07,49.09,30.64
STU01429,DBMS,Indexing,70.29,4.72,19,Medium,Medium,23,100.0,76.97,62.54
STU01228,ML,NeuralNets,73.51,0.66,19,Medium,High,6,100.0,70.9,74.94
STU01338,CN,Security,100.0,0.79,3,Hard,Medium,32,71.04,100.0,45.98
STU01181,OS,FileSystem,81.41,1.58,8,Hard,High,17,85.13,84.33,61.18
STU01250,CN,Routing,35.37,5.09,9,Easy,Low,53,93.8,35.76,35.61
STU01331,Python,Loops,56.49,1.82,1,Hard,Medium,40,88.58,42.02,21.94
STU01143,Python,OOP,64.29,2.7,13,Hard,Low,49,71.11,49.35,20.8
STU01272,OS,Scheduling,100.0,1.01,11,Hard,High,33,81.38,100.0,57.27
STU01026,CN,DNS,87.15,2.42,8,Medium,Medium,53,87.13,100.0,41.54
STU01102,CN,Security,75.19,3.32,12,Medium,High,60,87.0,100.0,58.65
STU01375,ML,Classification,77.87,6.13,12,Medium,Low,56,67.4,64.02,34.32
STU01314,DBMS,Queries,93.0,2.96,1,Medium,High,56,100.0,79.8,62.86
STU01381,CN,Security,100.0,0.04,9,Easy,Medium,25,83.03,100.0,81.03
STU01210,CN,DNS,70.05,0.81,12,Hard,Medium,30,77.11,87.9,48.08
STU01117,CN,Bandwidth,42.48,0.37,14,Hard,High,54,94.93,59.84,43.55
STU01267,OS,Scheduling,54.09,0.76,3,Medium,Medium,11,74.75,59.55,43.29
STU01209,DBMS,Queries,86.79,1.32,11,Hard,Low,9,88.7,91.8,41.81
STU01313,DSA,Queue,53.33,3.74,3,Hard,High,24,72.41,63.04,39.19
STU01261,DBMS,Transactions,71.01,2.01,15,Medium,Medium,59,100.0,100.0,57.28
STU01150,ML,Regression,56.85,0.36,9,Hard,Low,41,68.6,58.73,26.11
STU01492,CN,Protocols,66.48,2.24,18,Easy,Low,15,100.0,58.18,55.0
STU01055,Python,OOP,66.92,0.8,20,Easy,High,57,77.2,73.64,57.6
STU01266,Python,Functions,87.17,2.15,8,Easy,Low,43,84.53,100.0,45.22
STU01298,Aptitude,Algebra,73.32,1.78,13,Easy,Medium,42,66.7,90.94,49.43
STU01433,CN,Protocols,91.58,0.45,5,Medium,Medium,42,97.74,90.7,68.6
STU01217,ML,DecisionTrees,55.49,0.32,2,Medium,Low,46,79.22,65.45,22.41
STU01402,ML,Clustering,48.03,2.31,16,Easy,High,9,63.45,66.12,60.92
STU01327,CN,Routing,75.84,1.44,12,Medium,Medium,31,82.08,72.92,51.47
STU01357,CN,DNS,52.11,9.5,12,Easy,High,57,94.88,62.67,63.41
STU01092,CN,TCP-IP,18.56,0.24,2,Medium,Medium,49,74.64,43.77,19.39
STU01189,Python,Decorators,31.25,1.35,2,Medium,High,43,78.17,42.1,39.63
STU01131,OS,FileSystem,35.4,0.37,18,Easy,Medium,4,75.24,42.91,56.92
STU01223,DBMS,Indexing,74.74,2.98,5,Easy,Low,50,84.1,85.12,47.54
STU01137,Python,Functions,99.7,1.21,6,Medium,Medium,58,99.23,100.0,62.34
STU01369,ML,Classification,69.06,1.16,19,Medium,Low,19,64.52,60.43,46.49
STU01143,DBMS,ER-Model,72.77,4.15,2,Medium,Low,39,83.56,78.37,41.07
STU01403,Python,Exceptions,53.15,0.18,20,Easy,Low,10,73.96,95.44,39.76
STU01061,DBMS,Queries,81.71,0.31,6,Easy,Medium,50,92.77,91.51,48.66
STU01077,Python,Generators,35.36,0.93,18,Easy,High,11,59.99,42.02,50.59
STU01395,OS,Memory,66.36,0.4,6,Medium,Medium,57,75.94,83.45,37.85
STU01328,Python,Decorators,58.49,3.66,2,Hard,Medium,20,64.04,65.78,41.4
STU01462,DSA,Searching,45.73,1.44,18,Medium,Medium,43,68.21,63.03,31.55
STU01323,DSA,Tree,28.31,0.65,14,Hard,Low,35,81.16,32.29,0.0
STU01098,OS,FileSystem,100.0,3.2,5,Easy,Low,2,80.7,100.0,74.18
STU01241,Python,Loops,49.14,0.68,3,Easy,Medium,4,69.93,57.55,42.66
STU01176,CN,TCP-IP,77.66,7.6,12,Hard,Low,30,90.09,80.73,51.72
STU01445,DSA,LinkedList,67.41,1.25,3,Hard,Low,35,54.37,65.66,12.17
STU01125,Aptitude,Geometry,80.33,0.61,14,Medium,Medium,40,74.92,60.4,57.13
STU01328,Aptitude,Algebra,96.07,0.24,2,Hard,Medium,39,79.39,100.0,49.97
STU01373,ML,NeuralNets,98.7,0.81,16,Medium,High,32,83.28,100.0,95.82
STU01251,DSA,Searching,72.63,0.05,8,Medium,High,32,97.78,86.65,50.72
STU01403,ML,Clustering,45.79,0.13,19,Easy,Medium,15,83.37,47.97,53.84
STU01391,DBMS,Indexing,71.23,1.82,14,Hard,Low,5,100.0,90.56,48.6
STU01330,DSA,Graph,56.41,2.65,4,Medium,Medium,40,100.0,53.62,51.29
STU01370,ML,NeuralNets,52.09,2.27,14,Hard,Low,53,62.8,63.44,13.74
STU01069,Python,Exceptions,76.27,4.68,11,Easy,Medium,15,60.6,59.98,56.44
STU01107,Aptitude,Algebra,41.14,1.01,9,Hard,Low,20,81.01,48.36,10.61
STU01199,Python,Loops,50.8,1.14,4,Easy,High,44,65.13,64.69,25.76
STU01267,ML,Classification,64.1,4.45,5,Hard,Medium,44,75.97,75.03,49.99
STU01462,DBMS,ER-Model,61.38,1.1,13,Medium,High,52,78.84,55.78,42.84
STU01298,OS,FileSystem,100.0,4.28,5,Easy,Low,22,100.0,94.66,65.61
STU01158,ML,NeuralNets,56.55,1.5,14,Easy,Low,16,81.24,60.87,41.57
STU01353,Aptitude,Percentage,42.56,2.01,10,Hard,Low,40,63.85,48.05,9.27
STU01286,Python,Functions,59.77,0.66,7,Hard,Low,12,71.93,62.88,18.92
STU01272,ML,Regression,41.06,5.39,19,Medium,High,41,88.03,30.47,29.67
STU01354,Python,Exceptions,97.53,0.83,17,Easy,High,58,68.6,97.26,63.01
STU01407,DBMS,Indexing,91.63,2.1,3,Hard,Medium,7,81.6,83.22,45.08
STU01235,DBMS,SQL,95.83,3.75,13,Hard,High,28,68.68,100.0,71.11
STU01423,Aptitude,Geometry,75.07,15.0,4,Hard,Low,20,56.76,77.61,53.82
STU01423,Aptitude,Percentage,63.85,3.77,13,Medium,Low,30,90.94,86.59,53.56
STU01078,DBMS,SQL,69.56,0.59,16,Medium,Medium,24,65.92,69.35,51.96
STU01311,OS,FileSystem,63.98,5.45,16,Hard,Low,44,80.46,73.35,25.95
STU01001,DBMS,Queries,34.82,0.44,1,Easy,High,12,74.55,46.6,47.9
STU01142,Python,Generators,86.39,2.67,1,Easy,Medium,17,80.87,78.75,73.36
STU01318,Python,Loops,68.64,0.42,8,Hard,High,26,68.61,82.24,48.47
STU01443,CN,Protocols,49.67,0.12,1,Hard,High,11,95.58,48.85,40.8
STU01011,Aptitude,Probability,71.7,5.98,7,Easy,Medium,11,93.8,69.92,77.23
STU01455,Aptitude,Percentage,56.87,0.5,17,Medium,Medium,19,100.0,61.12,50.16
STU01487,Python,OOP,100.0,5.3,19,Medium,Low,31,90.71,89.54,58.92
STU01154,DBMS,ER-Model,66.59,1.27,6,Easy,Medium,32,93.32,85.45,58.11
STU01159,Aptitude,Permutation,23.47,3.12,11,Easy,Low,1,88.5,20.41,27.23
STU01243,DSA,Graph,65.29,3.0,19,Hard,High,52,69.96,57.75,47.46
STU01156,DBMS,SQL,20.61,1.12,19,Hard,Low,43,83.79,23.38,5.52
STU01277,Aptitude,Geometry,55.26,8.02,19,Hard,Medium,34,79.03,69.63,39.78
STU01198,Aptitude,Probability,38.62,3.4,2,Easy,Low,36,81.81,43.82,22.14
STU01495,Aptitude,Permutation,55.11,5.95,15,Hard,High,28,100.0,48.73,52.51
STU01134,Python,Loops,62.18,1.39,17,Hard,High,28,71.85,64.46,42.75
STU01224,ML,DecisionTrees,85.84,8.85,2,Medium,Low,23,79.7,87.36,65.97
STU01262,Python,OOP,80.49,0.5,7,Medium,Low,45,78.41,97.97,52.95
STU01261,OS,Scheduling,56.03,6.14,7,Easy,High,60,73.95,70.68,55.18
STU01159,DSA,Graph,37.76,0.5,12,Hard,High,47,70.46,45.08,27.21
STU01317,ML,Classification,71.21,0.66,20,Hard,High,60,48.8,66.77,25.06
STU01184,ML,Clustering,85.77,1.81,11,Easy,Medium,16,66.52,89.12,65.03
STU01184,Python,Generators,65.86,0.28,1,Hard,Medium,59,62.4,74.7,27.81
